"","diocese","date.erected","date.metropolitan","rite","geo.lon","geo.lat"
"325","Saltillo, Coahuila","June 23, 1891",,"Latin",-100.9954254,25.4267244
"326","San Andrés Tuxtla, Veracruz","May 23, 1959",,"Latin",-95.2174947,18.4466172
"327","San Cristóbal de Las Casas, Chiapas","March 19, 1539",,"Latin",-92.6376186,16.7370359
"328","San Juan de los Lagos, Jalisco","March 25, 1972",,"Latin",-102.3320708,21.2491408
"329","San Luis Potosí, San Luis Potosí","August 31, 1854","November 5, 1988","Latin",-100.9855409,22.1564699
"330","Tabasco, Tabasco","May 25, 1880",,"Latin",-102.9133403,21.8647565
"331","Tacámbaro, Michoacán","July 26, 1913",,"Latin",-101.4569444,19.2355556
"332","Tapachula, Chiapas","June 19, 1957",,"Latin",-92.2609237,14.9112488
"333","Tarahumara, Chihuahua","December 20, 1993",,"Latin",-106.1127038,28.7348522
"334","Tehuacán, Puebla","January 13, 1962",,"Latin",-97.4,18.4666667
"335","Tehuantepec, Oaxaca","June 23, 1891",,"Latin",-95.2388889,16.3244444
"336","Tenancingo, México","November 26, 2009",,"Latin",-99.586822,18.959833
"337","Teotihuacán, México","December 3, 2008",,"Latin",-98.8721186,19.685267
"338","Tepic, Nayarit","June 23, 1891",,"Latin",-104.8945887,21.5041651
"339","Texcoco, México","April 30, 1960",,"Latin",-99.1333333,19.4194444
"340","Tijuana, Baja California Norte","July 13, 1963","November 25, 2006","Latin",-117.0382471,32.5149469
"341","Tlalnepantla, México","January 13, 1964","June 17, 1989","Latin",-99.1907364,19.5345279
"342","Tlapa, Guerrero","January 4, 1992",,"Latin",-98.5763889,17.5461111
"343","Tlaxcala, Tlaxcala","May 23, 1959",,"Latin",-98.2375146,19.3181521
"344","Toluca, México","June 4, 1950",,"Latin",-99.6452714,19.3009273
"345","Torreón, Coahuila","June 19, 1957",,"Latin",-103.4067861,25.5428443
"346","Tula, Hidalgo","February 27, 1961",,"Latin",-99.344429,20.052259
"347","Tulancingo, Hidalgo","January 26, 1863","November 25, 2006","Latin",-98.367993,20.084376
"348","Tuxpan, Veracruz","June 9, 1962",,"Latin",-97.4063351,20.9561149
"349","Tuxtepec, Oaxaca","January 8, 1979",,"Latin",-96.1231999,18.0882429
"350","Tuxtla Gutiérrez, Chiapas","October 27, 1964","November 25, 2006","Latin",-93.1270914,16.7604325
"351","Valle de Chalco, México","July 8, 2003",,"Latin",-99.133208,19.4326077
"352","Veracruz, Veracruz","June 9, 1962",,"Latin",-96.1342241,19.173773
"353","Yucatán, Yucatán","November 19, 1561","November 11, 1906","Latin",-89.0943377,20.7098786
"354","Zacatecas, Zacatecas","January 26, 1863",,"Latin",-102.5832539,22.7709249
"355","Zamora, Michoacán","January 26, 1863",,"Latin",-102.2833333,20
