minutes_year,minutes_date,minutes_location,conference,district,meeting,state,members_general,members_white,members_colored,members_indian,url,notes
1793,,,,,Flanders,,,310,12,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=60,
1793,,,,,Newburg,,,397,4,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=60,
1793,,,,,Salem,,,502,22,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=60,
1793,,,,,Caswell,,,517,75,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=60,
1793,,,,,Guilford,,,613,57,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=60,
1793,,,,,Salisbury,,,565,31,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=60,
1793,,,,,Bethel,,,433,9,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=60,
1793,,,,,Burlington,,,397,25,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=60,
1793,,,,,Trenton,,,465,41,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=60,
1793,,,,,Bristol,,,194,6,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=60,
1793,,,,,Chester,,,379,19,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=60,
1793,,,,,Philadelphia,,,354,20,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=60,
1793,,,,,Wilmington,,,82,55,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=60,
1793,,,,,Anson,,,214,40,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=60,
1793,,,,,Union,,,236,24,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=60,
1793,,,,,Swanino,,,70,,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=60,
1794,,,,,Dover,,,930,507,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Milford,,,781,319,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Somerset,,,553,87,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Northampton,,,616,249,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Annamessex,,,345,85,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Dorchester,,,534,431,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Talbot,,,635,330,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Caroline,,,446,236,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Queen Ann's,,,573,467,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Kent,,,372,467,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Cecil,,,434,321,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Harford,,,519,219,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Baltimore,,,695,123,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Baltimore Town,,,440,207,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Federal,,,732,565,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Annapolis,,,120,190,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Calvert,,,682,1102,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Prince George's,,,110,205,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Huntingdon,,,194,2,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Bath,,,290,22,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Montgomery,,,685,340,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Frederick,,,365,90,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Little York and Carlisle,,,276,7,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Leesburg,,,55,12,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Fell's Point,,,96,35,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Alexandria,,,60,40,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Winchester,,,451,111,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Fairfax,,,540,50,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Stafford,,,324,42,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Lancaster,,,552,180,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Pendleton,,,67,3,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Berkley,,,526,72,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Rockingham,,,364,33,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Alleghany,,,285,14,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Amherst,,,341,10,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Orange,,,642,74,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Hanover,,,532,81,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Gloucester,,,713,81,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Williamsburg,,,423,121,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Amelia,,,545,103,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Greensville,,,878,360,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Sussex,,,1285,1069,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Portsmouth,,,651,367,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Bertie,,,616,176,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Camden,,,480,304,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Brunswick,,,586,216,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Cumberland,,,312,7,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Norfolk,,,119,154,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Petersburg,,,52,28,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Banks,,,203,16,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Richmond and Manchester,,,23,4,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Salisbury,,,543,21,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Yadkin and Swanino,,,702,12,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Anson,,,249,36,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Roanoke,,,464,423,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Tar River,,,570,103,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Goshen,,,355,34,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Pamlico,,,488,92,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Mattamuskeet,,,198,,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Bladen,,,480,55,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Contentney,,,316,74,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Trent,,,597,327,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,New Hope,,,666,102,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Guilford,,,631,51,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Caswell,,,477,58,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Franklin,,,514,86,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Great Pee Dee,,,291,127,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Little Pee Dee,,,500,91,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Santee,,,254,149,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Union,,,483,57,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Catawba,,,180,5,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Charleston,,,60,220,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Edisto,,,452,100,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Bush River,,,245,7,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Broad River,,,435,68,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Seleuda,,,333,23,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Cherokee,,,204,,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Georgetown,,,53,103,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Washington,,,389,128,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Rich,,,650,111,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Burke and oconee,,,523,31,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Black Swamp,,,120,,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Holston,,,257,18,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,New River,,,255,18,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Russell,,,145,4,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Green,,,300,7,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Lexington,,,410,20,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Danville,,,447,19,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Hinkstone,,,270,5,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Limestone,,,374,6,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Cumberland,,,400,30,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Salt River,,,350,8,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Bedford,,,345,41,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Bottetourt,,,470,30,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Greenbrier,,,107,7,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Cowpasture,,,50,8,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Clarksburg,,,334,4,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Ohio,,,221,1,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Washington,,,222,6,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Redstone,,,278,7,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Pittsburg,,,150,1,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Boston,,,45,4,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Needham,,,76,,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Lynn,,,149,,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Greenwich,,,30,,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Warren,,,127,,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,N. London,,,219,,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Middletown,,,187,,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Litchfield,,,195,,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Tolland,,,334,,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Granville,,,148,,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Pittsfield,,,305,,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Cambridge,,,412,,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Saratoga,,,160,,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Ostego,,,140,,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Herkimer,,,182,2,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Dutchess,,,406,10,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Albany,,,475,5,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Columbia,,,251,2,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Fairfield,,,220,,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Croton,,,283,,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,New Rochelle,,,364,11,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Long Island,,,250,34,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Staten Island,,,70,,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Elizabethtown,,,199,12,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Flanders,,,258,3,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Newburg,,,430,13,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,New York,,,575,135,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Delaware,,,290,,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Freehold,,,453,24,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Salem,,,586,94,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Bethel,,,404,11,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Trenton,,,156,18,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Burlington,,,383,15,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Bristol,,,211,6,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Chester,,,200,19,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Lancaster,,,256,4,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Wilmington,,,90,55,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Philadelphia,,,301,66,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Northumberland,,,310,1,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Tioga,,,113,,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Wyoming,,,183,,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Seneca Lake,,,81,,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Province of Upper Canada--lower circuit,,,116,,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Province of Upper Canada--mid land circuit,,,216,2,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1794,,,,,Nova Scotia,,,1100,92,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=65,
1795,,,,,Federal,,,690,550,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=68,
1795,,,,,Calvert,,,602,924,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=68,
1795,,,,,Montgomery,,,578,392,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=68,
1795,,,,,Frederick,,,377,104,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=68,
1795,,,,,Carlisle,,,250,8,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=68,
1795,,,,,Baltimore,,,777,91,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=68,
1795,,,,,Baltimore Town,,,457,191,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=68,
1795,,,,,Annapolis,,,120,190,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=68,
1795,,,,,Harford,,,433,210,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=68,
1795,,,,,Cecil,,,433,298,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=68,
1795,,,,,Dover,,,861,564,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=68,
1795,,,,,Milford,,,800,319,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=68,
1795,,,,,Caroline,,,648,237,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=68,
1795,,,,,Kent,,,346,443,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=68,
1795,,,,,Queen Ann's,,,529,504,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=68,
1795,,,,,Talbot,,,571,266,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=68,
1795,,,,,Dorchester,,,533,406,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=68,
1795,,,,,Somerset,,,536,109,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=68,
1795,,,,,Annamessex,,,307,109,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=68,
1795,,,,,Northampton,,,579,277,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=68,
1795,,,,,Lancaster,,,436,111,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=68,
1795,,,,,Stafford,,,278,38,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=68,
1795,,,,,Fairfax,,,363,61,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=68,
1795,,,,,Alexandria,,,60,40,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=68,
1795,,,,,Greenbrier,,,154,7,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=68,
1795,,,,,Cowpasture,,,50,8,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=68,
1795,,,,,Bottetourt,,,387,20,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=68,
1795,,,,,Bedford,,,441,72,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=68,
1795,,,,,Amherst,,,288,66,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=68,
1795,,,,,Orange,,,567,61,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=68,
1795,,,,,Hanover,,,465,78,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=68,
1795,,,,,Gloucester,,,677,67,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=68,
1795,,,,,Williamsburg,,,390,110,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=68,
1795,,,,,Cumberland,,,382,35,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=68,
1795,,,,,Amelia,,,433,63,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=68,
1795,,,,,Greensville,,,841,336,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=68,
1795,,,,,Brunswick,,,520,181,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=68,
1795,,,,,Sussex,,,850,240,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=68,
1795,,,,,Bertie,,,520,150,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=68,
1795,,,,,Portsmouth,,,665,537,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=68,
1795,,,,,Camden,,,378,140,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=68,
1795,,,,,Banks,,,185,13,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=68,
1795,,,,,Swanino,,,226,10,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=68,
1795,,,,,Yadkin,,,505,14,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=68,
1795,,,,,Salisbury,,,550,28,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=68,
1795,,,,,Anson,,,300,36,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=68,
1795,,,,,Guilford,,,504,24,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=68,
1795,,,,,Franklin,,,489,73,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=68,
1795,,,,,Caswell,,,500,58,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=68,
1795,,,,,New Hope,,,559,111,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=68,
1795,,,,,Tar River,,,504,72,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=68,
1795,,,,,Roanoke,,,524,375,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=68,
1795,,,,,Pamlico,,,370,83,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=68,
1795,,,,,Contentney,,,290,44,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=68,
1795,,,,,Trent,,,596,337,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=68,
1795,,,,,Goshen,,,345,51,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=68,
1795,,,,,Mattamuskeet,,,160,37,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=68,
1795,,,,,Bladen,,,375,22,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=68,
1795,,,,,Norfolk and Portsmouth,,,93,129,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=68,
1795,,,,,Charleston,,,65,280,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=68,
1795,,,,,Edisto,,,442,112,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=68,
1795,,,,,Bush River,,,339,4,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=68,
1795,,,,,Seleuda,,,330,30,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=68,
1795,,,,,Broad River,,,398,57,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=68,
1795,,,,,Union,,,376,39,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=68,
1795,,,,,Santee,,,187,153,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=68,
1795,,,,,Catawba,,,158,7,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=68,
1795,,,,,Great Pee Dee,,,276,136,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=68,
1795,,,,,Little Pee Dee,,,500,91,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=68,
1795,,,,,Washington,,,334,113,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=68,
1795,,,,,Richmond,,,500,63,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=68,
1795,,,,,Burke,,,523,31,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=68,
1795,,,,,New River,,,190,9,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=68,
1795,,,,,Holston,,,269,15,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=68,
1795,,,,,Russell,,,130,5,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=68,
1795,,,,,Green,,,300,15,,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=68,
